-- --------------------------------------------------------------------------------------------------
-- - Cliente
-- --------------------------------------------------------------------------------------------------
insert into Cliente (nomeCliente, telefoneCliente, sexoCliente, dataNascimento) values ('Torre Symondson', '255 601 2871', 'Male', '2019-04-05 08:51:33');
insert into Caracteristica (banheiro, quarto, qtdAndar, metragem, portaoEletrico, sistemaAlarme, cameraSeguranca, alarmeIncendio, encanamento, corParedeInterna, corParedeExterna, tipoLampada, fioPassagem, closetEmbutido, jardimInverno) values (3, 10, 2, 2426, 'Sim', 'Não', 'Sim', 'Não', 'Não', 'Cinza', 'Laranja', 'Fosforescente', 'Não', 'Não', 'Não');
insert into Caracteristica (banheiro, quarto, qtdAndar, metragem, portaoEletrico, sistemaAlarme, cameraSeguranca, alarmeIncendio, encanamento, corParedeInterna, corParedeExterna, tipoLampada, fioPassagem, closetEmbutido, jardimInverno) values (6, 3, 2, 1367, 'Não', 'Sim', 'Sim', 'Não', 'Não', 'Cinza', 'Rosa', 'Incandescente', 'Sim', 'Não', 'Não');
insert into Caracteristica (banheiro, quarto, qtdAndar, metragem, portaoEletrico, sistemaAlarme, cameraSeguranca, alarmeIncendio, encanamento, corParedeInterna, corParedeExterna, tipoLampada, fioPassagem, closetEmbutido, jardimInverno) values (4, 2, 2, 1239, 'Não', 'Sim', 'Não', 'Não', 'Sim', 'Branco', 'Azul', 'Fosforescente', 'Não', 'Não', 'Não');
insert into Caracteristica (banheiro, quarto, qtdAndar, metragem, portaoEletrico, sistemaAlarme, cameraSeguranca, alarmeIncendio, encanamento, corParedeInterna, corParedeExterna, tipoLampada, fioPassagem, closetEmbutido, jardimInverno) values (6, 7, 3, 842, 'Não', 'Sim', 'Não', 'Não', 'Sim', 'Laranja', 'Preto', 'Fosforescente', 'Não', 'Sim', 'Sim');
insert into Caracteristica (banheiro, quarto, qtdAndar, metragem, portaoEletrico, sistemaAlarme, cameraSeguranca, alarmeIncendio, encanamento, corParedeInterna, corParedeExterna, tipoLampada, fioPassagem, closetEmbutido, jardimInverno) values (5, 10, 2, 2091, 'Sim', 'Não', 'Não', 'Sim', 'Sim', 'Preto', 'Verde', 'Incandescente', 'Sim', 'Sim', 'Sim');
insert into Caracteristica (banheiro, quarto, qtdAndar, metragem, portaoEletrico, sistemaAlarme, cameraSeguranca, alarmeIncendio, encanamento, corParedeInterna, corParedeExterna, tipoLampada, fioPassagem, closetEmbutido, jardimInverno) values (5, 8, 2, 2497, 'Sim', 'Sim', 'Sim', 'Sim', 'Sim', 'Branco', 'Preto', 'Incandescente', 'Sim', 'Sim', 'Sim');
insert into Caracteristica (banheiro, quarto, qtdAndar, metragem, portaoEletrico, sistemaAlarme, cameraSeguranca, alarmeIncendio, encanamento, corParedeInterna, corParedeExterna, tipoLampada, fioPassagem, closetEmbutido, jardimInverno) values (3, 5, 1, 1401, 'Sim', 'Sim', 'Sim', 'Sim', 'Sim', 'Cinza', 'Verde', 'Fosforescente', 'Não', 'Não', 'Sim');
insert into Caracteristica (banheiro, quarto, qtdAndar, metragem, portaoEletrico, sistemaAlarme, cameraSeguranca, alarmeIncendio, encanamento, corParedeInterna, corParedeExterna, tipoLampada, fioPassagem, closetEmbutido, jardimInverno) values (5, 1, 3, 1524, 'Não', 'Não', 'Sim', 'Sim', 'Não', 'Cinza', 'Roxo', 'Fosforescente', 'Não', 'Sim', 'Não');
insert into Caracteristica (banheiro, quarto, qtdAndar, metragem, portaoEletrico, sistemaAlarme, cameraSeguranca, alarmeIncendio, encanamento, corParedeInterna, corParedeExterna, tipoLampada, fioPassagem, closetEmbutido, jardimInverno) values (4, 1, 3, 839, 'Sim', 'Não', 'Sim', 'Sim', 'Não', 'Azul', 'Cinza', 'LED', 'Não', 'Não', 'Não');
insert into Caracteristica (banheiro, quarto, qtdAndar, metragem, portaoEletrico, sistemaAlarme, cameraSeguranca, alarmeIncendio, encanamento, corParedeInterna, corParedeExterna, tipoLampada, fioPassagem, closetEmbutido, jardimInverno) values (1, 3, 2, 658, 'Sim', 'Não', 'Sim', 'Não', 'Não', 'Cinza', 'Branco', 'Incandescente', 'Sim', 'Sim', 'Não');
insert into Caracteristica (banheiro, quarto, qtdAndar, metragem, portaoEletrico, sistemaAlarme, cameraSeguranca, alarmeIncendio, encanamento, corParedeInterna, corParedeExterna, tipoLampada, fioPassagem, closetEmbutido, jardimInverno) values (4, 4, 2, 1791, 'Sim', 'Sim', 'Não', 'Sim', 'Não', 'Amarelo', 'Laranja', 'Incandescente', 'Não', 'Sim', 'Sim');
insert into Caracteristica (banheiro, quarto, qtdAndar, metragem, portaoEletrico, sistemaAlarme, cameraSeguranca, alarmeIncendio, encanamento, corParedeInterna, corParedeExterna, tipoLampada, fioPassagem, closetEmbutido, jardimInverno) values (1, 7, 2, 67, 'Sim', 'Sim', 'Sim', 'Não', 'Não', 'Preto', 'Cinza', 'Fosforescente', 'Sim', 'Não', 'Não');
insert into Caracteristica (banheiro, quarto, qtdAndar, metragem, portaoEletrico, sistemaAlarme, cameraSeguranca, alarmeIncendio, encanamento, corParedeInterna, corParedeExterna, tipoLampada, fioPassagem, closetEmbutido, jardimInverno) values (4, 4, 2, 2069, 'Sim', 'Sim', 'Sim', 'Não', 'Não', 'Preto', 'Verde', 'LED', 'Sim', 'Sim', 'Não');
insert into Caracteristica (banheiro, quarto, qtdAndar, metragem, portaoEletrico, sistemaAlarme, cameraSeguranca, alarmeIncendio, encanamento, corParedeInterna, corParedeExterna, tipoLampada, fioPassagem, closetEmbutido, jardimInverno) values (1, 4, 1, 1047, 'Sim', 'Não', 'Não', 'Não', 'Sim', 'Azul', 'Laranja', 'Incandescente', 'Não', 'Não', 'Não');
insert into Caracteristica (banheiro, quarto, qtdAndar, metragem, portaoEletrico, sistemaAlarme, cameraSeguranca, alarmeIncendio, encanamento, corParedeInterna, corParedeExterna, tipoLampada, fioPassagem, closetEmbutido, jardimInverno) values (4, 5, 2, 771, 'Não', 'Não', 'Não', 'Não', 'Sim', 'Branco', 'Amarelo', 'Fosforescente', 'Não', 'Não', 'Sim');
insert into Caracteristica (banheiro, quarto, qtdAndar, metragem, portaoEletrico, sistemaAlarme, cameraSeguranca, alarmeIncendio, encanamento, corParedeInterna, corParedeExterna, tipoLampada, fioPassagem, closetEmbutido, jardimInverno) values (2, 1, 3, 1229, 'Sim', 'Não', 'Sim', 'Não', 'Sim', 'Verde', 'Rosa', 'Fosforescente', 'Sim', 'Sim', 'Não');
insert into Caracteristica (banheiro, quarto, qtdAndar, metragem, portaoEletrico, sistemaAlarme, cameraSeguranca, alarmeIncendio, encanamento, corParedeInterna, corParedeExterna, tipoLampada, fioPassagem, closetEmbutido, jardimInverno) values (2, 6, 2, 190, 'Sim', 'Não', 'Sim', 'Não', 'Sim', 'Azul', 'Azul', 'Incandescente', 'Sim', 'Sim', 'Sim');
insert into Caracteristica (banheiro, quarto, qtdAndar, metragem, portaoEletrico, sistemaAlarme, cameraSeguranca, alarmeIncendio, encanamento, corParedeInterna, corParedeExterna, tipoLampada, fioPassagem, closetEmbutido, jardimInverno) values (3, 3, 3, 1907, 'Não', 'Não', 'Sim', 'Sim', 'Não', 'Preto', 'Amarelo', 'Fosforescente', 'Não', 'Não', 'Sim');
insert into Caracteristica (banheiro, quarto, qtdAndar, metragem, portaoEletrico, sistemaAlarme, cameraSeguranca, alarmeIncendio, encanamento, corParedeInterna, corParedeExterna, tipoLampada, fioPassagem, closetEmbutido, jardimInverno) values (6, 9, 3, 1341, 'Não', 'Sim', 'Não', 'Não', 'Não', 'Azul', 'Vermelho', 'LED', 'Sim', 'Sim', 'Sim');
insert into Caracteristica (banheiro, quarto, qtdAndar, metragem, portaoEletrico, sistemaAlarme, cameraSeguranca, alarmeIncendio, encanamento, corParedeInterna, corParedeExterna, tipoLampada, fioPassagem, closetEmbutido, jardimInverno) values (6, 7, 1, 1461, 'Sim', 'Sim', 'Não', 'Sim', 'Não', 'Branco', 'Azul', 'Incandescente', 'Não', 'Sim', 'Sim');
insert into Caracteristica (banheiro, quarto, qtdAndar, metragem, portaoEletrico, sistemaAlarme, cameraSeguranca, alarmeIncendio, encanamento, corParedeInterna, corParedeExterna, tipoLampada, fioPassagem, closetEmbutido, jardimInverno) values (1, 7, 3, 2046, 'Não', 'Não', 'Sim', 'Sim', 'Sim', 'Rosa', 'Preto', 'Fosforescente', 'Não', 'Sim', 'Sim');
insert into Caracteristica (banheiro, quarto, qtdAndar, metragem, portaoEletrico, sistemaAlarme, cameraSeguranca, alarmeIncendio, encanamento, corParedeInterna, corParedeExterna, tipoLampada, fioPassagem, closetEmbutido, jardimInverno) values (6, 4, 1, 139, 'Sim', 'Não', 'Sim', 'Não', 'Não', 'Amarelo', 'Preto', 'Fosforescente', 'Sim', 'Sim', 'Sim');
insert into Caracteristica (banheiro, quarto, qtdAndar, metragem, portaoEletrico, sistemaAlarme, cameraSeguranca, alarmeIncendio, encanamento, corParedeInterna, corParedeExterna, tipoLampada, fioPassagem, closetEmbutido, jardimInverno) values (2, 7, 2, 795, 'Sim', 'Não', 'Não', 'Sim', 'Sim', 'Laranja', 'Azul', 'Incandescente', 'Sim', 'Não', 'Sim');
insert into Caracteristica (banheiro, quarto, qtdAndar, metragem, portaoEletrico, sistemaAlarme, cameraSeguranca, alarmeIncendio, encanamento, corParedeInterna, corParedeExterna, tipoLampada, fioPassagem, closetEmbutido, jardimInverno) values (4, 6, 1, 1145, 'Sim', 'Não', 'Não', 'Não', 'Não', 'Verde', 'Cinza', 'Incandescente', 'Sim', 'Sim', 'Sim');
insert into Caracteristica (banheiro, quarto, qtdAndar, metragem, portaoEletrico, sistemaAlarme, cameraSeguranca, alarmeIncendio, encanamento, corParedeInterna, corParedeExterna, tipoLampada, fioPassagem, closetEmbutido, jardimInverno) values (6, 10, 3, 2264, 'Não', 'Não', 'Não', 'Não', 'Não', 'Verde', 'Rosa', 'Fosforescente', 'Sim', 'Sim', 'Sim');
insert into Caracteristica (banheiro, quarto, qtdAndar, metragem, portaoEletrico, sistemaAlarme, cameraSeguranca, alarmeIncendio, encanamento, corParedeInterna, corParedeExterna, tipoLampada, fioPassagem, closetEmbutido, jardimInverno) values (5, 8, 3, 175, 'Sim', 'Não', 'Sim', 'Não', 'Não', 'Vermelho', 'Preto', 'Incandescente', 'Sim', 'Não', 'Não');
insert into Caracteristica (banheiro, quarto, qtdAndar, metragem, portaoEletrico, sistemaAlarme, cameraSeguranca, alarmeIncendio, encanamento, corParedeInterna, corParedeExterna, tipoLampada, fioPassagem, closetEmbutido, jardimInverno) values (1, 6, 1, 1692, 'Sim', 'Não', 'Não', 'Não', 'Não', 'Roxo', 'Laranja', 'Fosforescente', 'Sim', 'Não', 'Não');
insert into Caracteristica (banheiro, quarto, qtdAndar, metragem, portaoEletrico, sistemaAlarme, cameraSeguranca, alarmeIncendio, encanamento, corParedeInterna, corParedeExterna, tipoLampada, fioPassagem, closetEmbutido, jardimInverno) values (5, 8, 1, 1203, 'Sim', 'Não', 'Não', 'Sim', 'Sim', 'Amarelo', 'Preto', 'LED', 'Não', 'Sim', 'Não');
insert into Caracteristica (banheiro, quarto, qtdAndar, metragem, portaoEletrico, sistemaAlarme, cameraSeguranca, alarmeIncendio, encanamento, corParedeInterna, corParedeExterna, tipoLampada, fioPassagem, closetEmbutido, jardimInverno) values (2, 6, 1, 239, 'Sim', 'Não', 'Não', 'Não', 'Sim', 'Verde', 'Cinza', 'Fosforescente', 'Sim', 'Não', 'Sim');
insert into Caracteristica (banheiro, quarto, qtdAndar, metragem, portaoEletrico, sistemaAlarme, cameraSeguranca, alarmeIncendio, encanamento, corParedeInterna, corParedeExterna, tipoLampada, fioPassagem, closetEmbutido, jardimInverno) values (1, 3, 2, 929, 'Não', 'Não', 'Não', 'Não', 'Não', 'Roxo', 'Verde', 'Incandescente', 'Sim', 'Não', 'Não');
insert into Caracteristica (banheiro, quarto, qtdAndar, metragem, portaoEletrico, sistemaAlarme, cameraSeguranca, alarmeIncendio, encanamento, corParedeInterna, corParedeExterna, tipoLampada, fioPassagem, closetEmbutido, jardimInverno) values (5, 5, 1, 2214, 'Não', 'Não', 'Não', 'Não', 'Não', 'Cinza', 'Laranja', 'Fosforescente', 'Não', 'Não', 'Sim');
insert into Caracteristica (banheiro, quarto, qtdAndar, metragem, portaoEletrico, sistemaAlarme, cameraSeguranca, alarmeIncendio, encanamento, corParedeInterna, corParedeExterna, tipoLampada, fioPassagem, closetEmbutido, jardimInverno) values (6, 4, 1, 959, 'Sim', 'Não', 'Sim', 'Não', 'Não', 'Amarelo', 'Vermelho', 'LED', 'Sim', 'Sim', 'Não');
insert into Caracteristica (banheiro, quarto, qtdAndar, metragem, portaoEletrico, sistemaAlarme, cameraSeguranca, alarmeIncendio, encanamento, corParedeInterna, corParedeExterna, tipoLampada, fioPassagem, closetEmbutido, jardimInverno) values (1, 3, 3, 2116, 'Sim', 'Não', 'Não', 'Sim', 'Não', 'Verde', 'Vermelho', 'Incandescente', 'Não', 'Sim', 'Sim');
insert into Caracteristica (banheiro, quarto, qtdAndar, metragem, portaoEletrico, sistemaAlarme, cameraSeguranca, alarmeIncendio, encanamento, corParedeInterna, corParedeExterna, tipoLampada, fioPassagem, closetEmbutido, jardimInverno) values (2, 10, 3, 1738, 'Sim', 'Não', 'Não', 'Sim', 'Não', 'Amarelo', 'Roxo', 'LED', 'Sim', 'Não', 'Sim');
insert into Caracteristica (banheiro, quarto, qtdAndar, metragem, portaoEletrico, sistemaAlarme, cameraSeguranca, alarmeIncendio, encanamento, corParedeInterna, corParedeExterna, tipoLampada, fioPassagem, closetEmbutido, jardimInverno) values (5, 8, 2, 1194, 'Sim', 'Sim', 'Sim', 'Não', 'Não', 'Laranja', 'Rosa', 'Fosforescente', 'Não', 'Não', 'Não');
insert into Caracteristica (banheiro, quarto, qtdAndar, metragem, portaoEletrico, sistemaAlarme, cameraSeguranca, alarmeIncendio, encanamento, corParedeInterna, corParedeExterna, tipoLampada, fioPassagem, closetEmbutido, jardimInverno) values (2, 5, 2, 1055, 'Sim', 'Não', 'Não', 'Sim', 'Sim', 'Laranja', 'Vermelho', 'LED', 'Não', 'Sim', 'Não');
insert into Caracteristica (banheiro, quarto, qtdAndar, metragem, portaoEletrico, sistemaAlarme, cameraSeguranca, alarmeIncendio, encanamento, corParedeInterna, corParedeExterna, tipoLampada, fioPassagem, closetEmbutido, jardimInverno) values (3, 4, 1, 2138, 'Sim', 'Sim', 'Não', 'Não', 'Não', 'Azul', 'Azul', 'LED', 'Não', 'Não', 'Não');
insert into Caracteristica (banheiro, quarto, qtdAndar, metragem, portaoEletrico, sistemaAlarme, cameraSeguranca, alarmeIncendio, encanamento, corParedeInterna, corParedeExterna, tipoLampada, fioPassagem, closetEmbutido, jardimInverno) values (2, 1, 1, 1821, 'Não', 'Sim', 'Não', 'Sim', 'Não', 'Verde', 'Verde', 'LED', 'Não', 'Não', 'Não');
insert into Caracteristica (banheiro, quarto, qtdAndar, metragem, portaoEletrico, sistemaAlarme, cameraSeguranca, alarmeIncendio, encanamento, corParedeInterna, corParedeExterna, tipoLampada, fioPassagem, closetEmbutido, jardimInverno) values (3, 8, 1, 995, 'Sim', 'Sim', 'Sim', 'Sim', 'Sim', 'Amarelo', 'Preto', 'Fosforescente', 'Não', 'Não', 'Não');
insert into Caracteristica (banheiro, quarto, qtdAndar, metragem, portaoEletrico, sistemaAlarme, cameraSeguranca, alarmeIncendio, encanamento, corParedeInterna, corParedeExterna, tipoLampada, fioPassagem, closetEmbutido, jardimInverno) values (5, 2, 1, 978, 'Não', 'Sim', 'Sim', 'Não', 'Não', 'Rosa', 'Laranja', 'Fosforescente', 'Não', 'Sim', 'Sim');
insert into Caracteristica (banheiro, quarto, qtdAndar, metragem, portaoEletrico, sistemaAlarme, cameraSeguranca, alarmeIncendio, encanamento, corParedeInterna, corParedeExterna, tipoLampada, fioPassagem, closetEmbutido, jardimInverno) values (2, 4, 2, 1827, 'Não', 'Sim', 'Sim', 'Não', 'Sim', 'Cinza', 'Azul', 'LED', 'Não', 'Não', 'Sim');
insert into Caracteristica (banheiro, quarto, qtdAndar, metragem, portaoEletrico, sistemaAlarme, cameraSeguranca, alarmeIncendio, encanamento, corParedeInterna, corParedeExterna, tipoLampada, fioPassagem, closetEmbutido, jardimInverno) values (5, 7, 1, 1671, 'Não', 'Não', 'Não', 'Não', 'Sim', 'Azul', 'Preto', 'Fosforescente', 'Não', 'Não', 'Sim');
insert into Caracteristica (banheiro, quarto, qtdAndar, metragem, portaoEletrico, sistemaAlarme, cameraSeguranca, alarmeIncendio, encanamento, corParedeInterna, corParedeExterna, tipoLampada, fioPassagem, closetEmbutido, jardimInverno) values (4, 6, 1, 1687, 'Sim', 'Sim', 'Sim', 'Não', 'Não', 'Preto', 'Roxo', 'Incandescente', 'Sim', 'Sim', 'Sim');
insert into Caracteristica (banheiro, quarto, qtdAndar, metragem, portaoEletrico, sistemaAlarme, cameraSeguranca, alarmeIncendio, encanamento, corParedeInterna, corParedeExterna, tipoLampada, fioPassagem, closetEmbutido, jardimInverno) values (4, 3, 1, 1053, 'Não', 'Não', 'Sim', 'Não', 'Não', 'Cinza', 'Amarelo', 'LED', 'Não', 'Não', 'Não');
insert into Caracteristica (banheiro, quarto, qtdAndar, metragem, portaoEletrico, sistemaAlarme, cameraSeguranca, alarmeIncendio, encanamento, corParedeInterna, corParedeExterna, tipoLampada, fioPassagem, closetEmbutido, jardimInverno) values (6, 2, 1, 510, 'Não', 'Não', 'Não', 'Sim', 'Não', 'Amarelo', 'Vermelho', 'Incandescente', 'Não', 'Sim', 'Não');
insert into Caracteristica (banheiro, quarto, qtdAndar, metragem, portaoEletrico, sistemaAlarme, cameraSeguranca, alarmeIncendio, encanamento, corParedeInterna, corParedeExterna, tipoLampada, fioPassagem, closetEmbutido, jardimInverno) values (3, 6, 3, 1269, 'Sim', 'Não', 'Não', 'Não', 'Não', 'Vermelho', 'Azul', 'Fosforescente', 'Sim', 'Não', 'Não');
insert into Caracteristica (banheiro, quarto, qtdAndar, metragem, portaoEletrico, sistemaAlarme, cameraSeguranca, alarmeIncendio, encanamento, corParedeInterna, corParedeExterna, tipoLampada, fioPassagem, closetEmbutido, jardimInverno) values (3, 7, 3, 1750, 'Não', 'Sim', 'Sim', 'Sim', 'Sim', 'Cinza', 'Branco', 'LED', 'Sim', 'Não', 'Não');
insert into Caracteristica (banheiro, quarto, qtdAndar, metragem, portaoEletrico, sistemaAlarme, cameraSeguranca, alarmeIncendio, encanamento, corParedeInterna, corParedeExterna, tipoLampada, fioPassagem, closetEmbutido, jardimInverno) values (1, 2, 3, 77, 'Não', 'Não', 'Sim', 'Não', 'Sim', 'Verde', 'Rosa', 'Fosforescente', 'Sim', 'Sim', 'Sim');
insert into Caracteristica (banheiro, quarto, qtdAndar, metragem, portaoEletrico, sistemaAlarme, cameraSeguranca, alarmeIncendio, encanamento, corParedeInterna, corParedeExterna, tipoLampada, fioPassagem, closetEmbutido, jardimInverno) values (5, 2, 1, 1464, 'Sim', 'Sim', 'Sim', 'Sim', 'Sim', 'Cinza', 'Laranja', 'Incandescente', 'Não', 'Não', 'Sim');
insert into Caracteristica (banheiro, quarto, qtdAndar, metragem, portaoEletrico, sistemaAlarme, cameraSeguranca, alarmeIncendio, encanamento, corParedeInterna, corParedeExterna, tipoLampada, fioPassagem, closetEmbutido, jardimInverno) values (6, 6, 1, 393, 'Sim', 'Sim', 'Não', 'Não', 'Não', 'Rosa', 'Amarelo', 'LED', 'Não', 'Não', 'Sim');
insert into Caracteristica (banheiro, quarto, qtdAndar, metragem, portaoEletrico, sistemaAlarme, cameraSeguranca, alarmeIncendio, encanamento, corParedeInterna, corParedeExterna, tipoLampada, fioPassagem, closetEmbutido, jardimInverno) values (2, 9, 1, 38, 'Sim', 'Sim', 'Sim', 'Sim', 'Não', 'Vermelho', 'Amarelo', 'Fosforescente', 'Sim', 'Sim', 'Não');
insert into Caracteristica (banheiro, quarto, qtdAndar, metragem, portaoEletrico, sistemaAlarme, cameraSeguranca, alarmeIncendio, encanamento, corParedeInterna, corParedeExterna, tipoLampada, fioPassagem, closetEmbutido, jardimInverno) values (3, 4, 2, 2215, 'Não', 'Sim', 'Sim', 'Não', 'Não', 'Azul', 'Azul', 'Fosforescente', 'Sim', 'Não', 'Não');
insert into Caracteristica (banheiro, quarto, qtdAndar, metragem, portaoEletrico, sistemaAlarme, cameraSeguranca, alarmeIncendio, encanamento, corParedeInterna, corParedeExterna, tipoLampada, fioPassagem, closetEmbutido, jardimInverno) values (4, 9, 3, 2037, 'Sim', 'Não', 'Sim', 'Sim', 'Não', 'Cinza', 'Amarelo', 'Incandescente', 'Não', 'Não', 'Não');
insert into Caracteristica (banheiro, quarto, qtdAndar, metragem, portaoEletrico, sistemaAlarme, cameraSeguranca, alarmeIncendio, encanamento, corParedeInterna, corParedeExterna, tipoLampada, fioPassagem, closetEmbutido, jardimInverno) values (3, 6, 2, 1924, 'Não', 'Sim', 'Não', 'Sim', 'Não', 'Vermelho', 'Laranja', 'LED', 'Não', 'Não', 'Não');
insert into Caracteristica (banheiro, quarto, qtdAndar, metragem, portaoEletrico, sistemaAlarme, cameraSeguranca, alarmeIncendio, encanamento, corParedeInterna, corParedeExterna, tipoLampada, fioPassagem, closetEmbutido, jardimInverno) values (3, 4, 2, 73, 'Sim', 'Não', 'Sim', 'Não', 'Sim', 'Vermelho', 'Roxo', 'LED', 'Não', 'Não', 'Não');
insert into Caracteristica (banheiro, quarto, qtdAndar, metragem, portaoEletrico, sistemaAlarme, cameraSeguranca, alarmeIncendio, encanamento, corParedeInterna, corParedeExterna, tipoLampada, fioPassagem, closetEmbutido, jardimInverno) values (1, 9, 2, 2225, 'Sim', 'Sim', 'Não', 'Não', 'Não', 'Preto', 'Amarelo', 'Incandescente', 'Não', 'Sim', 'Não');
insert into Caracteristica (banheiro, quarto, qtdAndar, metragem, portaoEletrico, sistemaAlarme, cameraSeguranca, alarmeIncendio, encanamento, corParedeInterna, corParedeExterna, tipoLampada, fioPassagem, closetEmbutido, jardimInverno) values (2, 9, 1, 916, 'Sim', 'Sim', 'Sim', 'Sim', 'Não', 'Rosa', 'Vermelho', 'LED', 'Sim', 'Sim', 'Não');
insert into Caracteristica (banheiro, quarto, qtdAndar, metragem, portaoEletrico, sistemaAlarme, cameraSeguranca, alarmeIncendio, encanamento, corParedeInterna, corParedeExterna, tipoLampada, fioPassagem, closetEmbutido, jardimInverno) values (5, 7, 2, 577, 'Sim', 'Não', 'Não', 'Não', 'Não', 'Amarelo', 'Rosa', 'Incandescente', 'Não', 'Não', 'Sim');
insert into Caracteristica (banheiro, quarto, qtdAndar, metragem, portaoEletrico, sistemaAlarme, cameraSeguranca, alarmeIncendio, encanamento, corParedeInterna, corParedeExterna, tipoLampada, fioPassagem, closetEmbutido, jardimInverno) values (3, 2, 2, 844, 'Não', 'Sim', 'Não', 'Não', 'Sim', 'Rosa', 'Verde', 'Incandescente', 'Sim', 'Sim', 'Sim');
insert into Caracteristica (banheiro, quarto, qtdAndar, metragem, portaoEletrico, sistemaAlarme, cameraSeguranca, alarmeIncendio, encanamento, corParedeInterna, corParedeExterna, tipoLampada, fioPassagem, closetEmbutido, jardimInverno) values (6, 1, 2, 2260, 'Não', 'Sim', 'Sim', 'Sim', 'Sim', 'Laranja', 'Preto', 'Fosforescente', 'Não', 'Sim', 'Sim');
insert into Caracteristica (banheiro, quarto, qtdAndar, metragem, portaoEletrico, sistemaAlarme, cameraSeguranca, alarmeIncendio, encanamento, corParedeInterna, corParedeExterna, tipoLampada, fioPassagem, closetEmbutido, jardimInverno) values (4, 5, 2, 998, 'Sim', 'Não', 'Não', 'Sim', 'Não', 'Rosa', 'Cinza', 'Incandescente', 'Não', 'Não', 'Sim');
insert into Caracteristica (banheiro, quarto, qtdAndar, metragem, portaoEletrico, sistemaAlarme, cameraSeguranca, alarmeIncendio, encanamento, corParedeInterna, corParedeExterna, tipoLampada, fioPassagem, closetEmbutido, jardimInverno) values (2, 1, 3, 1999, 'Não', 'Não', 'Sim', 'Não', 'Sim', 'Verde', 'Branco', 'LED', 'Sim', 'Sim', 'Não');
insert into Caracteristica (banheiro, quarto, qtdAndar, metragem, portaoEletrico, sistemaAlarme, cameraSeguranca, alarmeIncendio, encanamento, corParedeInterna, corParedeExterna, tipoLampada, fioPassagem, closetEmbutido, jardimInverno) values (1, 9, 2, 1290, 'Sim', 'Sim', 'Não', 'Sim', 'Sim', 'Roxo', 'Vermelho', 'Fosforescente', 'Sim', 'Não', 'Sim');
insert into Caracteristica (banheiro, quarto, qtdAndar, metragem, portaoEletrico, sistemaAlarme, cameraSeguranca, alarmeIncendio, encanamento, corParedeInterna, corParedeExterna, tipoLampada, fioPassagem, closetEmbutido, jardimInverno) values (3, 6, 2, 1675, 'Não', 'Não', 'Não', 'Não', 'Não', 'Verde', 'Cinza', 'Incandescente', 'Sim', 'Não', 'Sim');
insert into Caracteristica (banheiro, quarto, qtdAndar, metragem, portaoEletrico, sistemaAlarme, cameraSeguranca, alarmeIncendio, encanamento, corParedeInterna, corParedeExterna, tipoLampada, fioPassagem, closetEmbutido, jardimInverno) values (5, 9, 2, 1801, 'Não', 'Sim', 'Não', 'Sim', 'Sim', 'Branco', 'Cinza', 'LED', 'Não', 'Não', 'Sim');
insert into Caracteristica (banheiro, quarto, qtdAndar, metragem, portaoEletrico, sistemaAlarme, cameraSeguranca, alarmeIncendio, encanamento, corParedeInterna, corParedeExterna, tipoLampada, fioPassagem, closetEmbutido, jardimInverno) values (6, 7, 3, 1088, 'Não', 'Não', 'Sim', 'Sim', 'Não', 'Azul', 'Vermelho', 'Incandescente', 'Sim', 'Não', 'Não');
insert into Caracteristica (banheiro, quarto, qtdAndar, metragem, portaoEletrico, sistemaAlarme, cameraSeguranca, alarmeIncendio, encanamento, corParedeInterna, corParedeExterna, tipoLampada, fioPassagem, closetEmbutido, jardimInverno) values (4, 9, 1, 591, 'Não', 'Não', 'Não', 'Não', 'Não', 'Rosa', 'Azul', 'LED', 'Não', 'Sim', 'Não');
insert into Caracteristica (banheiro, quarto, qtdAndar, metragem, portaoEletrico, sistemaAlarme, cameraSeguranca, alarmeIncendio, encanamento, corParedeInterna, corParedeExterna, tipoLampada, fioPassagem, closetEmbutido, jardimInverno) values (4, 1, 1, 709, 'Sim', 'Sim', 'Não', 'Sim', 'Sim', 'Cinza', 'Cinza', 'Fosforescente', 'Não', 'Não', 'Sim');
insert into Caracteristica (banheiro, quarto, qtdAndar, metragem, portaoEletrico, sistemaAlarme, cameraSeguranca, alarmeIncendio, encanamento, corParedeInterna, corParedeExterna, tipoLampada, fioPassagem, closetEmbutido, jardimInverno) values (3, 3, 3, 565, 'Não', 'Sim', 'Não', 'Não', 'Sim', 'Preto', 'Azul', 'Fosforescente', 'Sim', 'Sim', 'Sim');
insert into Caracteristica (banheiro, quarto, qtdAndar, metragem, portaoEletrico, sistemaAlarme, cameraSeguranca, alarmeIncendio, encanamento, corParedeInterna, corParedeExterna, tipoLampada, fioPassagem, closetEmbutido, jardimInverno) values (3, 10, 2, 87, 'Sim', 'Não', 'Sim', 'Sim', 'Sim', 'Roxo', 'Roxo', 'LED', 'Não', 'Não', 'Não');
insert into Caracteristica (banheiro, quarto, qtdAndar, metragem, portaoEletrico, sistemaAlarme, cameraSeguranca, alarmeIncendio, encanamento, corParedeInterna, corParedeExterna, tipoLampada, fioPassagem, closetEmbutido, jardimInverno) values (6, 1, 2, 2256, 'Não', 'Não', 'Sim', 'Sim', 'Sim', 'Roxo', 'Rosa', 'LED', 'Sim', 'Sim', 'Não');
